Date,1. Open,2. High,3. Low,4. Close,5. Volume
13/07/2020,3251.06,3344.29,3068.39,3104,7722519
14/07/2020,3089,3127.38,2950,3084,7231956
15/07/2020,3080.23,3098.35,2973.18,3008.87,5789358
16/07/2020,2971.06,3032,2918.23,2999.9,6394284
17/07/2020,3009,3024,2948.45,2961.97,4716329
20/07/2020,3000.2,3201.36,2994.02,3196.84,7488703
21/07/2020,3232.49,3240.58,3105.72,3138.29,6075758
22/07/2020,3125,3149.9999,3065.26,3099.91,4104225
23/07/2020,3098.2713,3098.2713,2970,2986.55,5656906
24/07/2020,2930,3031.58,2888,3008.91,5632413
27/07/2020,3062,3098,3015.77,3055.21,4170492
28/07/2020,3054.27,3077.0926,2995.76,3000.33,3126651
29/07/2020,3030.99,3039.1592,2996.77,3033.53,2974060
30/07/2020,3014,3092,3005,3051.88,6128265
31/07/2020,3244,3246.82,3151,3164.68,8083369
03/08/2020,3180.51,3184,3104,3111.89,5074663
04/08/2020,3101.21,3167.24,3101.21,3138.83,4694294
05/08/2020,3143.77,3213.5859,3127.3,3205.03,3930025
06/08/2020,3194.36,3247.47,3165.43,3225,3940602
07/08/2020,3224.01,3240.81,3140.6726,3167.46,3936127
10/08/2020,3170.31,3172.51,3101.52,3148.16,3167274
11/08/2020,3113.2,3159.22,3073,3080.67,3718057
12/08/2020,3108,3174.385,3101.42,3162.24,3527229
13/08/2020,3182.99,3217.5211,3155,3161.02,3149043
14/08/2020,3178.18,3178.2357,3120,3148.02,2751723
17/08/2020,3173.12,3194.97,3154.1775,3182.41,2675890
18/08/2020,3212,3320,3205.8187,3312.49,5345974
19/08/2020,3303.01,3315.9,3256.0001,3260.48,4185137
20/08/2020,3252,3312.62,3238,3297.37,3332478
21/08/2020,3295,3314.3962,3275.39,3284.72,3575862
24/08/2020,3310.15,3380.315,3257.5608,3307.46,4666258
25/08/2020,3294.99,3357.4,3267,3346.49,3992842
26/08/2020,3351.11,3451.7387,3344.5675,3441.85,6508743
27/08/2020,3450.05,3453,3378,3400,4264795
28/08/2020,3423,3433.3699,3386.5,3401.8,2896978
31/08/2020,3408.99,3495,3405,3450.96,4185885
01/09/2020,3489.58,3513.87,3467,3499.12,3476407
02/09/2020,3547,3552.25,3486.685,3531.45,3931476
03/09/2020,3485,3488.41,3303,3368,8161113
04/09/2020,3318,3381.5,3111.13,3294.62,8781754
08/09/2020,3144,3250.845,3130,3149.84,6094205
09/09/2020,3202.99,3303.175,3185,3268.61,5188675
10/09/2020,3307.2188,3349.89,3170.55,3175.11,5330741
11/09/2020,3208.69,3217.3409,3083.98,3116.22,5093982
14/09/2020,3172.9372,3187.39,3096,3102.97,4529596
15/09/2020,3136.16,3175.02,3108.92,3156.13,4021535
16/09/2020,3179.99,3187.238,3074.15,3078.1,4531189
17/09/2020,3009.25,3029.432,2972.55,3008.73,6449050
18/09/2020,3031.74,3037.8,2905.54,2954.91,8892580
21/09/2020,2906.5,2962,2871,2960.47,6117925
22/09/2020,3033.835,3133.99,3000.2,3128.99,6948816
23/09/2020,3120.43,3126.999,2992.3759,2999.86,5652665
24/09/2020,2977.79,3069.3,2965,3019.79,5529392
25/09/2020,3054.86,3101.54,2999,3095.13,4615202
28/09/2020,3148.85,3175.04,3117.1684,3174.05,4224165
29/09/2020,3175.39,3188.26,3132.54,3144.88,3503398
30/09/2020,3141.14,3212.88,3133.99,3148.73,4896101
01/10/2020,3208,3224,3172,3221.26,4971922
02/10/2020,3153.63,3195.7965,3123,3125,5613098
05/10/2020,3145.84,3202.53,3140.85,3199.2,3775332
06/10/2020,3165,3182,3090,3099.96,5086857
07/10/2020,3135,3200,3132.385,3195.69,4309439
08/10/2020,3224.99,3233.2944,3174.99,3190.55,3174114
09/10/2020,3210,3288.99,3197.83,3286.65,4907871
12/10/2020,3349.94,3496.24,3339.55,3442.93,8364198
13/10/2020,3467.99,3492.38,3424.217,3443.63,5744697
14/10/2020,3447,3464.88,3340,3363.71,5828916
15/10/2020,3292.01,3355.88,3280,3338.65,5223448
16/10/2020,3363.23,3399.6606,3160,3272.71,6474353
19/10/2020,3299.61,3329,3192.735,3207.21,5223626
20/10/2020,3222.28,3266,3192.01,3217.01,4509678
21/10/2020,3212.5,3233.875,3160,3184.94,4592736
22/10/2020,3189.87,3198.75,3121.94,3176.4,4212005
23/10/2020,3191,3205.33,3140,3204.4,3466687
26/10/2020,3198.74,3282.9799,3153.3,3207.04,5901151
27/10/2020,3224.94,3291.66,3211.3,3286.33,4291047
28/10/2020,3249.3,3264.02,3162.47,3162.78,5588330
29/10/2020,3201.27,3257.25,3164,3211.01,6596529
30/10/2020,3157.75,3167.004,3019,3036.15,8396081
02/11/2020,3061.74,3079.705,2950.12,3004.48,7257350
03/11/2020,3018.53,3074.9,2980.98,3048.41,4897880
04/11/2020,3159.99,3244.85,3139.73,3241.16,6839041
05/11/2020,3319.97,3366.8,3288.88,3322,5789285
06/11/2020,3304.64,3322,3232,3311.37,4647330
09/11/2020,3231.03,3289,3112.1057,3143.74,7190406
10/11/2020,3095.02,3114,3019.4828,3035.02,6590956
11/11/2020,3061.78,3139.145,3050,3137.39,4366923
12/11/2020,3159.95,3175.88,3086.05,3110.28,4371208
13/11/2020,3122,3141.7227,3085.39,3128.81,3762587
16/11/2020,3093.2,3142.7,3072.685,3131.06,3808676
17/11/2020,3183.5445,3189.25,3135.26,3135.66,3444735
18/11/2020,3134,3140,3105.1,3105.46,2916836
19/11/2020,3105.31,3125,3080.92,3117.02,3010270
20/11/2020,3117.02,3132.89,3098.0456,3099.4,3380138
23/11/2020,3116.6986,3139.745,3065.46,3098.39,4708887
24/11/2020,3100.5,3134.25,3086.258,3118.06,3570889
25/11/2020,3141.87,3198,3140.26,3185.07,3790403
27/11/2020,3211.26,3216.19,3190.05,3195.34,2392867
30/11/2020,3208.48,3228.39,3125.55,3168.04,4063916
01/12/2020,3188.5,3248.95,3157.18,3220.08,4493554
02/12/2020,3221.65,3232,3173.2601,3203.53,3129304
03/12/2020,3205.46,3228.64,3181.31,3186.73,2892039
04/12/2020,3198.21,3198.21,3158.76,3162.58,2913611
07/12/2020,3156.48,3180.76,3141.69,3158,2751316
08/12/2020,3158.9,3184.13,3120.02,3177.29,3286303
09/12/2020,3167.89,3174.43,3088,3104.2,4100836
10/12/2020,3088.99,3142.1,3076,3101.49,3030186
11/12/2020,3096.66,3118.67,3072.82,3116.42,3064695
